series,episode,baker,baker_last_name,baker_age,baker_occupation,hometown,signature_bake,technical,show_stopper,result
7,9,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",3,Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,IN
7,9,Jane,Beedle,61,Garden designer,Beckenham,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",1,Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,IN
7,9,Selasi,Gbormittah,30,Client service associate,London,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",4,Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,OUT
7,9,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Cheesy Elephant Ears and Herby Treble Clefs,2,Philharmonic Fondants,STAR BAKER
7,9,Benjamina,Ebuehi,23,Teaching assistant,South London,NA,NA,NA,NA
7,9,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,9,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,9,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,9,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,9,Rav,Bansal,28,Student support,Erith,NA,NA,NA,NA
7,9,Tom,Gilliford,26,Project engagement manager,Rochdale,NA,NA,NA,NA
7,9,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
7,10,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Crunchy Caramel Cassis Crown,1,Family and Friends' Favourites Picnic,Runner-up
7,10,Jane,Beedle,61,Garden designer,Beckenham,"Red, White and Blue Meringue Crown",3,Family Favourites Feast,Runner-up
7,10,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Queen Victoria's Mango and Strawberry Crown,2,Picnic for Pearly Kings and Queens,WINNER
7,10,Benjamina,Ebuehi,23,Teaching assistant,South London,NA,NA,NA,NA
7,10,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,10,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,10,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,10,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,10,Rav,Bansal,28,Student support,Erith,NA,NA,NA,NA
7,10,Selasi,Gbormittah,30,Client service associate,London,NA,NA,NA,NA
7,10,Tom,Gilliford,26,Project engagement manager,Rochdale,NA,NA,NA,NA
7,10,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
8,1,Chris,Geiger,50,Software developer,Bristol,Tropical Fresh Fruit Cake,12,'Raised Pork Pie and Egg Surprise' Cake,IN
8,1,Flo,Atkins,71,Retired,Merseyside,Citrus Layer Cake,9,'One in a Melon' Cake,IN
8,1,James,Hillery,46,Banker,"Brentwood, Essex","Orange, Rhubarb & Ginger Crumble Cake",2,'Mock-accino and Croissant' Cake,IN
8,1,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Courgette and Lemon Cake,3,'Russian Doll' Cake,IN
8,1,Kate,Lyon,29,Health and safety inspector,Merseyside,Moroccan Strawberry and Rose Cake,1,'Chocolate Terrarium' Cake,IN
8,1,Liam,Charles,19,Student,North London,Apple and Almond Crumble Maple Loaf,8,'Stackin' Sunday' Cake,IN
8,1,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Pineapple and Coconut Sandwich Cake,5,'Champagne Bottle and Bucket' Cake,IN
8,1,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",Granny Smith Apple and Walnut Cake,11,'Black Evening Clutch Bag' Cake,IN
8,1,Tom,Hetherington,29,Architect,Edinburgh,Gilded Pear and Cardamom Cake,7,'Stack of Books' Cake,IN
8,1,Yan,Tsou,46,Laboratory research scientist,North London,Windfall Apple Crumble Cake,4,'Banana-ramen' Cake,IN
8,1,Peter,Abatan,52,IT programme manager,"Southend, Essex",Coconut Cake,10,'Bread on a Breadboard' Cake,OUT
8,1,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Bonfire Night Cake,6,'A Baker's Lunch' Cake,STAR BAKER
8,2,Flo,Atkins,71,Retired,Merseyside,Gin Jam Butties,10,'Pick My Bones' Game,IN
8,2,James,Hillery,46,Banker,"Brentwood, Essex",Rhubarb and Custard Whirls,3,'Coppit' Game,IN
8,2,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Middle Eastern Delight Sandwich Biscuits,4,'A British Baking' Game,IN
8,2,Kate,Lyon,29,Health and safety inspector,Merseyside,Coconut Seashells for a Titanic Afternoon Tea,8,'Jungle' Game,IN
8,2,Liam,Charles,19,Student,North London,Coffee Malted Pecan Shorties,7,'Classroom Classics' Game,IN
8,2,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Lemon Limoncino Sandwich Biscuits,2,'Snakes and Ladders' Game,IN
8,2,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",Sparkly Chocolate and Marshmallow Fluff Cookies,9,'Get to School' Game,IN
8,2,Tom,Hetherington,29,Architect,Edinburgh,Coffee and Amaretto Kisses,5,'Drain Pipes and Ladders' Game,IN
8,2,Yan,Tsou,46,Laboratory research scientist,North London,'Mrs. Marian's PB 'n' B' Biscuits,1,'Adventures in Bakeland' Game,IN
8,2,Chris,Geiger,50,Software developer,Bristol,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,11,'The Great British Sail Off' Game,OUT
8,2,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Amarpressi Biscuits,6,'Check Bake' Game,STAR BAKER
8,2,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,3,James,Hillery,46,Banker,"Brentwood, Essex",Nordic Teacakes,9,'Owl in the Woods' Bread Sculpture,IN
8,3,Kate,Lyon,29,Health and safety inspector,Merseyside,Blueberry Buns,10,'Kraken' Bread Sculpture,IN
8,3,Liam,Charles,19,Student,North London,Jamaican Spiced Teacakes,5,'Kneadapolitan' Bread Sculpture,IN
8,3,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Tagine Teacakes,6,'Picnic Basket' Bread Sculpture,IN
8,3,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",Cranberry and Cinnamon Teacakes,1,'Ascot Hat' Bread Sculpture,IN
8,3,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Madras Cocktail Teacakes,3,'The Bag I Knead' Bread Sculpture,IN
8,3,Tom,Hetherington,29,Architect,Edinburgh,Orange and Cranberry Teacakes,4,'Pink & Yellow Rose Centrepiece' Bread Sculpture,IN
8,3,Yan,Tsou,46,Laboratory research scientist,North London,'Mrs P's' Masala Chai Spiced Teacakes,8,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,IN
8,3,Flo,Atkins,71,Retired,Merseyside,Cinnamon and Orange Teacakes,7,'Davy Jones' Locker' Bread Sculpture,OUT
8,3,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Earl Grey Dried Fruit Teacakes,2,'The Snail Under a Mushroom' Bread Sculpture,STAR BAKER
8,3,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,3,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,4,James,Hillery,46,Banker,"Brentwood, Essex",'Windy City' Millionaire Shortbreads,2,Nutty Caramel Cake,IN
8,4,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Pecan Salted Caramel Millionaire Shortbreads,9,Poppy Seed Caramel Cake,IN
8,4,Liam,Charles,19,Student,North London,Salted Peanut Butter Millionaire Shortbreads,3,White Layered Ginger Caramel Cake,IN
8,4,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Jaffa Millionaire Shortbreads,4,Bird's Nest Caramel Cake,IN
8,4,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",Rum Salted Caramel Millionaire Shortbreads,1,Chocolate and Coffee Caramel Cake,IN
8,4,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Orange Macadamia Nut Millionaire Shortbreads,7,Caramel Crown Cake,IN
8,4,Yan,Tsou,46,Laboratory research scientist,North London,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,8,Animals of the Rainforest Caramel Cake,IN
8,4,Tom,Hetherington,29,Architect,Edinburgh,Stem Ginger Caramel Shortbreads,5,Hummingbird Cake,OUT
8,4,Kate,Lyon,29,Health and safety inspector,Merseyside,Salted Bay Caramel Millionaire Shortbreads,6,Sticky Toffee Apple Caramel Cake,STAR BAKER
8,4,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,4,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,4,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,5,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Orange & Treacle Steamed School Pudding,3,'Opulent Ornament' Trifle Terrine,IN
8,5,Kate,Lyon,29,Health and safety inspector,Merseyside,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,8,'My Great Great Nan's' Raspberry Trifle Terrine,IN
8,5,Liam,Charles,19,Student,North London,Cherries & Lemons that are 'Baked Well',2,'Cheers Lads' Trifle Terrine,IN
8,5,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",Bakewell Tart Steamed School Pudding,4,Tropical Trifle Terrine,IN
8,5,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Lemon & Blackcurrant Drizzle Steamed School Pudding,5,'From Across the Jelly Pond' Trifle Terrine,IN
8,5,Yan,Tsou,46,Laboratory research scientist,North London,Mango Fruit Hat Steamed School Pudding,6,'Heart of a Hero' Trifle Terrine,IN
8,5,James,Hillery,46,Banker,"Brentwood, Essex",Orange and Ginger Steamed School Pudding,7,'The Missed Silver Jubilee' Trifle Terrine,OUT
8,5,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey","Ginger, Fig and Honey Steamed School Pudding",1,"Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",STAR BAKER
8,5,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,5,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,5,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,5,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,6,Kate,Lyon,29,Health and safety inspector,Merseyside,'Vegetarian Pie Faces' Decorative Pies,5,Potato Curry Pie with Mango & Chilli Glaze,IN
8,6,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",'The Four Seasons' Decorative Pies,2,Game Pie with Glazed Forest Fruits,IN
8,6,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",'Love Theme' Decorative Pies,6,Indian Hand Raised Pie with Mango,IN
8,6,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",'Fleetwood Mac' Decorative Pies,3,Christmas Pie,IN
8,6,Yan,Tsou,46,Laboratory research scientist,North London,'πr2' Decorative Pies,1,Chequerboard Pie,IN
8,6,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",'Pies from the Tree' Decorative Pies,7,'Special Occasion' Pie,OUT
8,6,Liam,Charles,19,Student,North London,'Standard FC' Decorative Pies,4,'Nan's Sunday Dinner' Pie,STAR BAKER
8,6,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,6,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,6,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,6,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,6,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,7,Kate,Lyon,29,Health and safety inspector,Merseyside,'Happy Hour' Cocktail Cannoli,6,'Flavour Fusion' Sfogliatelle,IN
8,7,Liam,Charles,19,Student,North London,'Just Doing Me' Cannoli,2,'Morning Delivery' Sfogliatelle,IN
8,7,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",'Classics with a Twist' Cannoli,3,'Classics' Sfogliatelle,IN
8,7,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",My All Time Favourite Desserts,4,Pastry Surprise,IN
8,7,Yan,Tsou,46,Laboratory research scientist,North London,Cannoli Cocktails,5,Canadian-Style Sfogliatelle,OUT
8,7,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Italian Style Cannoli,1,'Sicilian-style' Sfogliatelle,STAR BAKER
8,7,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,7,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,7,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,7,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,7,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,7,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,8,Kate,Lyon,29,Health and safety inspector,Merseyside,Burrito Bedfordshire Clangers,2,'Liver Building Turret' Savoy Cake,IN
8,8,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Char Siu & Banana Praline Bedfordshire Clangers,4,Citrus with Green Apple Croquembouche Savoy Cake,IN
8,8,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",'Mediterranean Medley' Bedfordshire Clangers,1,Chestnut Rum Savoy Cake,IN
8,8,Liam,Charles,19,Student,North London,'Take Out' Bedfordshire Clangers,5,'Fort Wizardore' Savoy Cake,OUT
8,8,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,3,'Bright' Lemon & Orange Savoy Cake,STAR BAKER
8,8,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,8,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,8,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,8,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,8,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,8,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,8,Yan,Tsou,46,Laboratory research scientist,North London,NA,NA,NA,NA
8,9,Kate,Lyon,29,Health and safety inspector,Merseyside,Bellini and Valencian Orange Choux Buns,4,'Rainbow' Meringue Centrepiece,IN
8,9,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Key Lime Cheesecake and Bakewell Tart Choux Buns,3,'Some Air Over the Rainbow' Meringue Centrepiece,IN
8,9,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",'Choux-nicorn and Choux-moji' Choux Buns,2,'Flamingos in Love' Meringue Centrepiece,OUT
8,9,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,1,'Tutu with Opera Filling' Meringue Centrepiece,STAR BAKER
8,9,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,9,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,9,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,9,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,9,Liam,Charles,19,Student,North London,NA,NA,NA,NA
8,9,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,9,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,9,Yan,Tsou,46,Laboratory research scientist,North London,NA,NA,NA,NA
8,10,Kate,Lyon,29,Health and safety inspector,Merseyside,"Roman Spelt, Coconut Kala Chana and Flower Breads",3,"White Chocolate, Yuzu and Lychee Entremet",Runner-up
8,10,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",1,'Yin Yang' Entremet,Runner-up
8,10,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",2,'Ode to the Honey Bee' Entremet,WINNER
8,10,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,10,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,10,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,10,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,10,Liam,Charles,19,Student,North London,NA,NA,NA,NA
8,10,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,10,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",NA,NA,NA,NA
8,10,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,10,Yan,Tsou,46,Laboratory research scientist,North London,NA,NA,NA,NA
9,1,Antony,Amourdoux,30,Banker,London,NA,12,NA,IN
9,1,Briony,Williams,33,Full-time parent,Bristol,NA,2,NA,IN
9,1,Dan,Beasley-Harling,36,Full-time parent,London,NA,4,NA,IN
9,1,Jon,Jenkins,47,Blood courier,Newport,NA,5,NA,IN
9,1,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,6,NA,IN
9,1,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,10,NA,IN
9,1,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,8,NA,IN
9,1,Rahul,Mandal,30,Research scientist,Rotherham,NA,7,NA,IN
9,1,Ruby,Bhogal,29,Project manager,London,NA,1,NA,IN
9,1,Terry,Hartill,56,Retired air steward,West Midlands,NA,9,NA,IN
9,1,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,11,NA,OUT
9,1,Manon,Lagrave,26,Software project manager,London,NA,3,NA,STAR BAKER
9,2,Antony,Amourdoux,30,Banker,London,NA,9,NA,IN
9,2,Briony,Williams,33,Full-time parent,Bristol,NA,5,NA,IN
9,2,Dan,Beasley-Harling,36,Full-time parent,London,NA,3,NA,IN
9,2,Jon,Jenkins,47,Blood courier,Newport,NA,1,NA,IN
9,2,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,11,NA,IN
9,2,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,4,NA,IN
9,2,Manon,Lagrave,26,Software project manager,London,NA,6,NA,IN
9,2,Ruby,Bhogal,29,Project manager,London,NA,10,NA,IN
9,2,Terry,Hartill,56,Retired air steward,West Midlands,NA,8,NA,IN
9,2,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,7,NA,OUT
9,2,Rahul,Mandal,30,Research scientist,Rotherham,NA,2,NA,STAR BAKER
9,2,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,3,Briony,Williams,33,Full-time parent,Bristol,NA,9,NA,IN
9,3,Dan,Beasley-Harling,36,Full-time parent,London,NA,6,NA,IN
9,3,Jon,Jenkins,47,Blood courier,Newport,NA,2,NA,IN
9,3,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,5,NA,IN
9,3,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,10,NA,IN
9,3,Manon,Lagrave,26,Software project manager,London,NA,3,NA,IN
9,3,Ruby,Bhogal,29,Project manager,London,NA,7,NA,IN
9,3,Terry,Hartill,56,Retired air steward,West Midlands,NA,1,NA,IN
9,3,Antony,Amourdoux,30,Banker,London,NA,8,NA,OUT
9,3,Rahul,Mandal,30,Research scientist,Rotherham,NA,4,NA,STAR BAKER
9,3,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,3,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,4,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,[a]
9,4,Briony,Williams,33,Full-time parent,Bristol,NA,5,NA,IN
9,4,Jon,Jenkins,47,Blood courier,Newport,NA,3,NA,IN
9,4,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,7,NA,IN
9,4,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,6,NA,IN
9,4,Manon,Lagrave,26,Software project manager,London,NA,8,NA,IN
9,4,Rahul,Mandal,30,Research scientist,Rotherham,NA,4,NA,IN
9,4,Ruby,Bhogal,29,Project manager,London,NA,2,NA,IN
9,4,Dan,Beasley-Harling,36,Full-time parent,London,NA,1,NA,STAR BAKER
9,4,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,4,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,4,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,5,Briony,Williams,33,Full-time parent,Bristol,NA,6,NA,IN
9,5,Dan,Beasley-Harling,36,Full-time parent,London,NA,2,NA,IN
9,5,Jon,Jenkins,47,Blood courier,Newport,NA,7,NA,IN
9,5,Manon,Lagrave,26,Software project manager,London,NA,5,NA,IN
9,5,Rahul,Mandal,30,Research scientist,Rotherham,NA,3,NA,IN
9,5,Ruby,Bhogal,29,Project manager,London,NA,1,NA,IN
9,5,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,9,NA,OUT
9,5,Terry,Hartill,56,Retired air steward,West Midlands,NA,8,NA,OUT
9,5,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,4,NA,STAR BAKER
9,5,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,5,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,5,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,6,Jon,Jenkins,47,Blood courier,Newport,NA,2,NA,IN
9,6,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,5,NA,IN
9,6,Manon,Lagrave,26,Software project manager,London,NA,4,NA,IN
9,6,Rahul,Mandal,30,Research scientist,Rotherham,NA,3,NA,IN
9,6,Ruby,Bhogal,29,Project manager,London,NA,7,NA,IN
9,6,Dan,Beasley-Harling,36,Full-time parent,London,NA,6,NA,OUT
9,6,Briony,Williams,33,Full-time parent,Bristol,NA,1,NA,STAR BAKER
9,6,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,6,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,6,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,6,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,6,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,7,Briony,Williams,33,Full-time parent,Bristol,NA,5,NA,IN
9,7,Manon,Lagrave,26,Software project manager,London,NA,2,NA,IN
9,7,Rahul,Mandal,30,Research scientist,Rotherham,NA,1,NA,IN
9,7,Ruby,Bhogal,29,Project manager,London,NA,3,NA,IN
9,7,Jon,Jenkins,47,Blood courier,Newport,NA,4,NA,OUT
9,7,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,6,NA,STAR BAKER
9,7,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,7,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,7,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,7,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,7,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,7,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,8,Briony,Williams,33,Full-time parent,Bristol,NA,1,NA,IN
9,8,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,2,NA,IN
9,8,Rahul,Mandal,30,Research scientist,Rotherham,NA,5,NA,IN
9,8,Manon,Lagrave,26,Software project manager,London,NA,4,NA,OUT
9,8,Ruby,Bhogal,29,Project manager,London,NA,3,NA,STAR BAKER
9,8,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,8,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,8,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,8,Jon,Jenkins,47,Blood courier,Newport,NA,NA,NA,NA
9,8,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,8,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,8,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,9,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,2,NA,IN
9,9,Rahul,Mandal,30,Research scientist,Rotherham,NA,4,NA,IN
9,9,Briony,Williams,33,Full-time parent,Bristol,NA,3,NA,OUT
9,9,Ruby,Bhogal,29,Project manager,London,NA,1,NA,STAR BAKER
9,9,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,9,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,9,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,9,Jon,Jenkins,47,Blood courier,Newport,NA,NA,NA,NA
9,9,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,9,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,9,Manon,Lagrave,26,Software project manager,London,NA,NA,NA,NA
9,9,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,10,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,NA,1,NA,Runner-up
9,10,Ruby,Bhogal,29,Project manager,London,NA,3,NA,Runner-up
9,10,Rahul,Mandal,30,Research scientist,Rotherham,NA,2,NA,WINNER
9,10,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,10,Briony,Williams,33,Full-time parent,Bristol,NA,NA,NA,NA
9,10,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,10,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,10,Jon,Jenkins,47,Blood courier,Newport,NA,NA,NA,NA
9,10,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,10,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,10,Manon,Lagrave,26,Software project manager,London,NA,NA,NA,NA
9,10,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
10,1,Alice,Fevronia,28,Geography teacher,Essex,NA,5,NA,IN
10,1,Amelia,LeBruin,24,Fashion designer,Halifax,NA,4,NA,IN
10,1,David,Atherton,36,International health adviser,Whitby,NA,10,NA,IN
10,1,Helena,Garcia,40,Online project manager,Leeds,NA,12,NA,IN
10,1,Henry,Bird,20,Student,Durham,NA,1,NA,IN
10,1,Jamie,Finn,20,Part-time waiter,Surrey,NA,13,NA,IN
10,1,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,11,NA,IN
10,1,Phil,Thorne,56,HGV driver,Rainham,NA,8,NA,IN
10,1,Priya,O'Shea,34,Marketing consultant,Leicester,NA,7,NA,IN
10,1,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,NA,2,NA,IN
